,Dato,Kvitteringer,eResept,NAV,Basismeldinger,Folkehelseinstituttet,Dialogmeldinger,Systemmeldinger,Pleie- og omsorgsmeldinger,Partnermeldinger,Skatteetaten,Helsedirektoratet,Kreftmeldinger,Neonatal,Ikke spesifisert,Ikke Kategoriserte,Totalt antall meldinger,Antall ebxml meldinger,Antall medisinske meldinger,Ikke kategorisert,Antall ikke ebxml meldinger,eResept-meldinger,NAV- og HELFO-meldinger,FHI-meldinger,eResept-meldinger 
519,2018-07-06,929024,476418.0,95051.0,95335,11396.0,9894,5153,5407,160.0,156,91,58,0.0,,6954,1648904,1635111,693820,14.0,13793.0,,,,
520,2018-07-07,280167,212077.0,24442.0,14722,719.0,1362,2932,1593,17.0,149,66,0,0.0,,5037,549956,543283,255130,0.0,6673.0,,,,
521,2018-07-08,75558,23072.0,21159.0,11651,834.0,1484,2907,1616,36.0,126,14,0,0.0,,503,144115,138960,59956,0.0,5155.0,,,,
522,2018-07-09,894391,417557.0,113488.0,93379,10850.0,10405,4444,5529,116.0,171,98,0,0.0,,3979,1569546,1554421,651491,14.0,15125.0,,,,
523,2018-07-10,830617,402685.0,93483.0,91397,9658.0,10006,4161,5289,131.0,183,230,0,0.0,,6016,1467353,1453921,612996,65.0,13432.0,,,,
524,2018-07-11,822986,382255.0,92266.0,88086,15367.0,10015,5162,4881,109.0,189,163,0,0.0,,6161,1441343,1427679,593261,39.0,13664.0,,,,
525,2018-07-12,811708,375156.0,90658.0,87613,10562.0,9363,4993,4994,99.0,181,135,0,0.0,,6268,1415264,1401744,578676,14.0,13520.0,,,,
526,2018-07-13,923487,529344.0,84517.0,82262,8088.0,9015,6277,5150,45.0,161,93,0,19.0,,6487,1672549,1654946,718650,1.0,17603.0,,,,
527,2018-07-14,270622,201980.0,24204.0,13678,675.0,1307,6150,1603,21.0,168,34,0,0.0,,5588,531852,526030,243649,0.0,5822.0,,,,
528,2018-07-15,70040,20524.0,18393.0,10621,957.0,1373,7246,1534,12.0,143,74,0,0.0,,1730,137600,132647,53619,0.0,4953.0,,,,
529,2018-07-16,831105,398192.0,104279.0,81219,8607.0,8758,8461,5132,112.0,174,73,0,110.0,,6378,1465593,1452659,606603,59.0,12934.0,,,,
530,2018-07-17,764202,371290.0,86187.0,81994,8130.0,9029,4183,4960,85.0,196,128,0,0.0,,8066,1355450,1338470,561934,20.0,16980.0,,,,
531,2018-07-18,736614,364766.0,78995.0,78763,7490.0,9338,3644,5165,88.0,163,158,0,0.0,,5780,1302819,1290979,544853,15.0,11840.0,,,,
532,2018-07-19,766913,392020.0,77985.0,78656,7468.0,9075,3724,4829,56.0,183,93,0,0.0,,5419,1357904,1346428,570316,7.0,11476.0,,,,
533,2018-07-20,772618,423963.0,76101.0,73353,6093.0,8166,6290,4781,28.0,169,97,0,114.0,,5898,1388334,1377686,592852,15.0,10648.0,,,,
534,2018-07-21,252635,194577.0,21332.0,13301,608.0,1177,3929,1530,11.0,143,21,0,0.0,,4166,499368,493430,232689,0.0,5938.0,,,,
535,2018-07-22,69515,23656.0,17954.0,11273,709.0,1318,2825,1576,8.0,152,765,0,0.0,,508,135680,130264,57408,5.0,5416.0,,,,
536,2018-07-23,841479,416960.0,103179.0,75249,7489.0,8974,4417,5100,84.0,175,72,14,0.0,,4867,1480992,1468084,617237,25.0,12908.0,,,,
537,2018-07-24,754345,379005.0,85326.0,75598,8306.0,9121,4095,4962,103.0,169,62,0,206.0,,6578,1338784,1327899,562778,23.0,10885.0,,,,
538,2018-07-25,765842,394887.0,79481.0,77056,7744.0,9050,3595,4689,96.0,170,127,0,0.0,,5334,1359510,1348088,573221,17.0,11422.0,,,,
539,2018-07-26,687137,341196.0,75292.0,75004,6505.0,8562,3625,4624,102.0,177,129,0,21.0,,5282,1219119,1207664,511518,8.0,11455.0,,,,
540,2018-07-27,698742,367461.0,73609.0,70689,4106.0,7941,4063,4971,94.0,165,120,0,0.0,,5648,1252828,1237612,529065,3.0,15216.0,,,,
541,2018-07-28,244944,182255.0,20871.0,13102,646.0,1209,2776,1627,12.0,154,106,0,0.0,,3501,634357,471203,219970,0.0,163154.0,,,,
542,2018-07-29,65493,22092.0,17585.0,10238,738.0,1375,2714,1716,24.0,136,10,0,0.0,,456,127275,122582,53895,5.0,4693.0,,,,
543,2018-07-30,891692,421710.0,115306.0,82060,8230.0,9619,6113,5296,112.0,166,241,0,18.0,,5302,1559587,1545933,642714,68.0,13654.0,,,,
544,2018-07-31,861795,437218.0,101957.0,83247,9371.0,9916,4062,5181,55.0,162,119,0,77.0,,8067,1540334,1521267,647288,40.0,19067.0,,,,
545,2018-08-01,899026,351561.0,100829.0,84708,10999.0,9798,3780,5056,117.0,198,193,0,313.0,,6849,1488109,1473440,563668,13.0,14669.0,,,,
546,2018-08-02,820903,365957.0,90541.0,85458,8997.0,9606,3894,5049,203.0,190,309,0,0.0,,7333,1412282,1398465,566132,25.0,13817.0,,,,
547,2018-08-03,802533,424214.0,82929.0,80427,5862.0,8908,4082,4906,93.0,148,253,51,50.0,,5417,1432807,1419921,607796,48.0,12886.0,,,,
548,2018-08-04,278585,199406.0,20686.0,14570,704.0,1169,2919,1596,5.0,145,95,0,0.0,,3731,530203,523611,238371,0.0,6592.0,,,,
549,2018-08-05,88431,39836.0,16581.0,10366,750.0,1482,2869,1529,24.0,142,31,0,0.0,,503,167893,162544,70717,0.0,5349.0,,,,
550,2018-08-06,969058,429142.0,132675.0,99414,9945.0,10815,4532,5496,104.0,172,270,0,149.0,,4551,1684159,1666380,688135,57.0,17779.0,,,,
551,2018-08-07,906098,390889.0,113922.0,103831,13032.0,10963,4508,5172,168.0,170,157,0,91.0,,7263,1571763,1556297,638260,33.0,15466.0,,,,
552,2018-08-08,877261,380852.0,102354.0,102443,11646.0,11153,4410,5321,134.0,167,153,0,21.0,,6722,1518633,1502653,614126,16.0,15980.0,,,,
553,2018-08-09,874741,384002.0,98650.0,104643,11531.0,10371,4463,4851,144.0,172,133,0,0.0,,6199,1516069,1499922,614375,22.0,16147.0,,,,
554,2018-08-10,877756,428017.0,93019.0,97683,7282.0,9571,4485,4921,136.0,157,151,4,25.0,,6003,1549900,1529223,640843,13.0,20677.0,,,,
555,2018-08-11,248133,186785.0,19212.0,14891,462.0,1278,3162,1582,26.0,167,62,0,0.0,,2895,484744,478655,224439,0.0,6089.0,,,,
556,2018-08-12,108435,17498.0,50238.0,10093,858.0,1561,3144,1573,32.0,162,2,0,0.0,,1537,200295,195133,81985,0.0,5162.0,,,,
557,2018-08-13,1059206,427986.0,147140.0,118793,12712.0,12048,4870,5713,188.0,176,148,0,30.0,,7205,1815288,1796254,724785,39.0,19034.0,,,,
558,2018-08-14,995494,400188.0,124494.0,125133,15244.0,11842,5235,5401,229.0,174,162,139,0.0,,8505,1719697,1692272,682809,32.0,27425.0,,,,
559,2018-08-15,991842,396026.0,120272.0,126272,15080.0,11694,5502,5274,304.0,167,222,0,0.0,,6656,1698236,1679350,675046,39.0,18886.0,,,,
560,2018-08-16,994941,400790.0,116836.0,131009,13598.0,11403,4800,5170,267.0,183,109,5,0.0,,9073,1712605,1688198,679117,14.0,24407.0,,,,
561,2018-08-17,1018491,483797.0,109282.0,116870,8943.0,10481,4258,5174,259.0,169,162,0,0.0,,8105,1787133,1766006,734893,15.0,21127.0,,,,
562,2018-08-18,287113,198285.0,24938.0,16849,981.0,1487,3096,1636,24.0,162,45,0,0.0,,6043,547362,540659,244383,0.0,6703.0,,,,
563,2018-08-19,76450,20156.0,18224.0,12397,901.0,1689,3075,1527,36.0,162,50,0,0.0,,682,140672,135349,55106,0.0,5323.0,,,,
564,2018-08-20,1121525,468443.0,153879.0,130332,16698.0,12183,5643,5928,339.0,142,131,0,0.0,,5502,1941046,1920766,787757,21.0,20280.0,,,,
565,2018-08-21,1085001,425438.0,134095.0,141387,16863.0,12548,4563,5777,301.0,162,185,0,136.0,,8939,1855026,1835441,736637,46.0,19585.0,,,,
566,2018-08-22,1056526,418543.0,122402.0,140090,13546.0,13077,5197,5494,385.0,181,127,0,0.0,,7016,1802030,1782610,713486,26.0,19420.0,,,,
567,2018-08-23,1050523,408928.0,120886.0,143547,13912.0,12455,4609,5476,364.0,180,205,0,0.0,,7045,1787378,1768166,705625,36.0,19212.0,,,,
568,2018-08-24,1165233,516357.0,112873.0,134283,13127.0,11912,4797,5679,236.0,168,160,0,0.0,,7243,1996615,1972081,794572,13.0,24534.0,,,,
569,2018-08-25,310255,217470.0,22100.0,19448,792.0,1453,2787,1695,66.0,168,94,0,0.0,,5541,588243,581875,263226,6.0,6368.0,,,,
570,2018-08-26,87488,34660.0,17388.0,11429,737.0,1659,2779,1644,79.0,176,23,0,0.0,,581,163857,158643,67716,0.0,5214.0,,,,
571,2018-08-27,1132178,448203.0,154250.0,141208,14492.0,12998,6324,6152,325.0,171,94,18,0.0,,5464,1941968,1921895,777604,18.0,20073.0,,,,
572,2018-08-28,1131115,437307.0,137180.0,148283,17171.0,13251,6460,5984,309.0,168,190,0,0.0,,9014,1936532,1906527,759629,95.0,30005.0,,,,
573,2018-08-29,1090844,410538.0,129115.0,147234,24236.0,12910,5926,5789,337.0,146,197,0,0.0,,6960,1854731,1834283,730216,51.0,20448.0,,,,
574,2018-08-30,1066894,413072.0,130944.0,142792,14494.0,12745,5743,5740,373.0,166,467,0,0.0,,7673,1819371,1801151,720468,48.0,18220.0,,,,
575,2018-08-31,1137378,523077.0,125901.0,134978,11527.0,11493,6372,5488,245.0,157,306,0,0.0,,9392,1983631,1966360,812973,46.0,17271.0,,,,
576,2018-09-01,284496,184378.0,34061.0,18075,869.0,1428,2829,1499,60.0,154,100,0,43.0,,9190,543490,537182,240607,0.0,6308.0,,,,
577,2018-09-02,74704,19093.0,19345.0,12594,1035.0,1603,2747,1585,30.0,133,81,0,0.0,,459,138764,133409,55469,0.0,5355.0,,,,
578,2018-09-03,1106641,414285.0,172289.0,129102,17681.0,13051,4334,5932,261.0,165,746,0,412.0,,5781,1891504,1870778,753761,98.0,20726.0,,,,
579,2018-09-04,1167175,404508.0,143973.0,167649,18117.0,13034,5455,5900,337.0,164,553,470,30.0,,10924,1960060,1938362,754471,73.0,21698.0,,,,
580,2018-09-05,1075353,374269.0,129823.0,149282,16815.0,13023,5398,5528,325.0,154,522,16,56.0,,7264,1796520,1777893,689553,65.0,18627.0,,,,
581,2018-09-06,1050849,372218.0,125290.0,147648,17945.0,12715,5321,5577,235.0,188,560,0,16.0,,6761,1764448,1745371,682205,48.0,19077.0,,,,
582,2018-09-07,1158486,544114.0,116148.0,133547,12215.0,12301,4430,5812,139.0,160,465,0,122.0,,7228,2019575,1995170,824887,3.0,24405.0,,,,
583,2018-09-08,305764,197320.0,25087.0,18698,945.0,1425,2827,1636,21.0,149,67,0,0.0,,5422,564775,559361,245327,0.0,5414.0,,,,
584,2018-09-09,75632,15812.0,18268.0,13236,770.0,1607,2734,1555,50.0,133,259,0,0.0,,593,135169,130669,51660,20.0,4500.0,,,,
585,2018-09-10,1188286,435156.0,159978.0,143886,17821.0,13549,4881,6197,267.0,188,479,0,62.0,,5505,1994540,1976313,777374,58.0,18227.0,,,,
586,2018-09-11,1162257,415739.0,137619.0,152460,20537.0,13447,4367,5790,336.0,138,394,3605,0.0,,8115,1951871,1924840,749765,36.0,27031.0,,,,
587,2018-09-12,1105085,413334.0,124792.0,152376,20645.0,13034,5171,5521,345.0,185,372,0,0.0,,6900,1865009,1847791,730290,31.0,17218.0,,,,
588,2018-09-13,1118202,428257.0,127682.0,150203,22114.0,12867,4523,5629,312.0,159,286,0,0.0,,6628,1892097,1876868,747203,6.0,15229.0,,,,
589,2018-09-14,1053271,425234.0,117243.0,137601,15069.0,12269,5070,5728,237.0,169,241,0,0.0,,8110,1794094,1780279,713591,37.0,13815.0,,,,
590,2018-09-15,319062,197844.0,26193.0,19765,739.0,1673,2822,1567,45.0,136,64,0,0.0,,7557,582547,577467,247981,0.0,5080.0,,,,
591,2018-09-16,107060,15818.0,17604.0,13849,1042.0,1789,2794,1634,82.0,123,28,0,0.0,,460,166463,162283,51887,0.0,4180.0,,,,
592,2018-09-17,1202301,433417.0,170462.0,157256,20956.0,14242,5209,6941,334.0,155,315,4,0.0,,4024,2032239,2015666,803798,50.0,16573.0,,,,
593,2018-09-18,1130611,410037.0,143037.0,153079,22913.0,13108,4977,5821,335.0,154,226,0,0.0,,11882,1910002,1896217,748412,37.0,13785.0,,,,
594,2018-09-19,1145055,447102.0,126772.0,151802,20718.0,13209,5143,5671,343.0,161,295,0,0.0,,8154,1938330,1924460,765765,35.0,13870.0,,,,
595,2018-09-20,1130019,437176.0,123875.0,151474,21402.0,13069,4601,5498,281.0,163,266,0,0.0,,7679,1909580,1895556,752976,53.0,14024.0,,,,
596,2018-09-21,1098174,470193.0,112654.0,139555,16127.0,12273,4617,5784,247.0,165,226,0,0.0,,7789,1887840,1867816,756989,12.0,20024.0,,,,
597,2018-09-22,308760,207015.0,23812.0,19367,566.0,1637,2770,1684,41.0,156,117,0,0.0,,5454,576432,571381,254356,2.0,5051.0,,,,
598,2018-09-23,76293,14613.0,17140.0,13300,865.0,1814,2748,1617,75.0,150,157,0,0.0,,784,133781,129562,49662,6.0,4219.0,,,,
599,2018-09-24,1172522,445225.0,157690.0,148135,26832.0,13695,6239,6378,328.0,172,234,0,11.0,,6791,1998600,1984296,798416,44.0,14304.0,,,,
600,2018-09-25,1143193,419808.0,135423.0,150307,33165.0,13639,5132,6022,306.0,185,232,38,6.0,,9486,1940302,1916989,758872,47.0,23313.0,,,,
601,2018-09-26,1097372,392044.0,128968.0,149882,30654.0,13786,5925,5826,362.0,197,281,26,0.0,,7170,1845985,1832517,721688,24.0,13468.0,,,,
602,2018-09-27,1095131,398926.0,130170.0,148979,27659.0,12937,4751,5524,263.0,184,343,30,1806.0,,7263,1846047,1833995,726587,29.0,12052.0,,,,
603,2018-09-28,1071588,422800.0,127795.0,136686,21676.0,12387,4938,5704,254.0,179,230,0,6.0,,8592,1816465,1812886,727514,51.0,3579.0,,,,
604,2018-09-29,352511,241704.0,32497.0,20756,1663.0,1624,3766,1601,41.0,147,89,0,0.0,,9543,754529,665942,300081,0.0,88587.0,,,,
605,2018-09-30,99700,35144.0,21281.0,13277,1193.0,1919,2797,1808,36.0,134,36,0,0.0,,1602,183059,178927,74792,0.0,4132.0,,,,
606,2018-10-01,1141869,402212.0,171303.0,138457,30463.0,13639,5945,6273,330.0,153,198,23,298.0,,6343,1932401,1917551,763064,45.0,14850.0,,,,
607,2018-10-02,1101064,403649.0,141901.0,143833,33904.0,13595,6234,5948,343.0,162,275,0,76.0,,11212,1874954,1862258,743405,62.0,12696.0,,,,
608,2018-10-03,1183991,407269.0,122482.0,143935,29037.0,13297,4903,5911,260.0,167,307,0,15.0,,7550,1931400,1919176,722472,52.0,12224.0,,,,
609,2018-10-04,1079062,394185.0,115951.0,139356,28889.0,12985,4913,5503,166.0,183,233,0,153.0,,7094,1799637,1788687,697452,14.0,10950.0,,,,
610,2018-10-05,1171065,552558.0,105039.0,126772,21002.0,12397,4380,5530,153.0,160,168,0,54.0,,7351,2022983,2006633,823684,4.0,16350.0,,,,
611,2018-10-06,322672,195299.0,23536.0,17796,784.0,1547,3906,1646,33.0,147,122,0,1.0,,5567,578136,573062,240884,6.0,5074.0,,,,
612,2018-10-07,96896,13220.0,16340.0,12395,905.0,1784,2833,1610,37.0,139,74,0,0.0,,568,150544,146801,46467,0.0,3743.0,,,,
613,2018-10-08,1176463,434430.0,152459.0,138866,34922.0,14030,5216,6291,236.0,139,203,0,140.0,,5455,1981189,1968861,781491,11.0,12328.0,,,,
614,2018-10-09,1104620,390368.0,128248.0,143893,39626.0,13827,5582,5819,445.0,153,223,16,259.0,,8753,1862413,1841886,722486,54.0,20527.0,,,,
615,2018-10-10,1060761,376839.0,118427.0,144330,38446.0,13283,5368,5847,289.0,173,176,0,0.0,,6576,1781849,1770547,697553,32.0,11302.0,,,,
616,2018-10-11,1077085,396843.0,115578.0,141335,42916.0,13039,5191,5829,309.0,150,249,0,60.0,,6980,1815796,1805574,716009,10.0,10222.0,,,,
617,2018-10-12,1119735,505936.0,108610.0,128305,32429.0,11664,5745,5776,221.0,160,150,0,76.0,,7193,1935030,1926021,793127,21.0,9009.0,,,,
618,2018-10-13,287694,189823.0,24460.0,18827,826.0,1612,2898,1710,46.0,141,100,0,0.0,,6218,538284,534355,237499,0.0,3929.0,,,,
619,2018-10-14,75846,13516.0,17231.0,13002,1070.0,1952,3923,1685,63.0,131,85,0,0.0,,620,131534,129127,48675,3.0,2407.0,,,,
620,2018-10-15,1203595,460562.0,162438.0,144162,42652.0,14211,6452,6266,344.0,149,257,0,14.0,,5387,2058657,2046501,830723,12.0,12156.0,,,,
621,2018-10-16,1152304,403249.0,139414.0,152399,47423.0,14085,6407,5960,380.0,144,285,1,0.0,,10110,1943872,1932251,763050,90.0,11621.0,,,,
622,2018-10-17,1134949,403137.0,125773.0,148413,49387.0,13903,6250,5894,285.0,145,222,0,3902.0,,8614,1912372,1900894,750796,20.0,11478.0,,,,
623,2018-10-18,1153979,416527.0,122429.0,152538,52720.0,13968,5743,5815,385.0,180,336,0,0.0,,7998,1943754,1932633,764528,15.0,11121.0,,,,
624,2018-10-19,1099235,436520.0,115803.0,136775,39895.0,12534,4603,5891,267.0,150,240,52,0.0,,7685,1877265,1859696,747906,46.0,17569.0,,,,
625,2018-10-20,300009,199275.0,22746.0,20181,1043.0,1607,2879,1752,47.0,125,48,0,0.0,,5461,559083,555173,246777,0.0,3910.0,,,,
626,2018-10-21,78200,15082.0,16423.0,12930,908.0,1867,5088,1679,53.0,120,24,0,0.0,,560,135545,132934,49033,0.0,2611.0,,,,
627,2018-10-22,1176529,419139.0,156836.0,147172,50228.0,14147,4481,6135,244.0,174,159,0,0.0,,6639,1993636,1981933,794040,50.0,11703.0,,,,
628,2018-10-23,1134692,402489.0,130149.0,148183,53983.0,13509,4847,5850,390.0,149,244,0,0.0,,9182,1925636,1903705,754594,38.0,21931.0,,,,
629,2018-10-24,1163560,397003.0,121265.0,147615,54747.0,13771,4691,5709,300.0,162,90,4,1.0,,6996,1927223,1915924,740377,10.0,11299.0,,,,
630,2018-10-25,1190936,441653.0,120545.0,139694,65193.0,13216,4769,5634,224.0,147,134,0,0.0,,6829,1999347,1989013,786255,39.0,10334.0,,,,
631,2018-10-26,1281006,613023.0,114636.0,131521,59448.0,12517,5839,5884,174.0,151,122,0,1.0,,7749,2241262,2232072,937304,1.0,9190.0,,,,
632,2018-10-27,311026,210773.0,24020.0,18457,1147.0,1580,2934,1634,41.0,138,69,0,0.0,,5944,582810,577763,257818,0.0,5047.0,,,,
633,2018-10-28,83094,17384.0,18521.0,13447,1304.0,1851,2938,1790,76.0,135,58,0,0.0,,513,143684,141122,54501,11.0,2562.0,,,,
634,2018-10-29,1218869,444753.0,159632.0,147295,61278.0,14150,4918,6255,268.0,114,158,0,0.0,,5795,2074903,2063512,833662,27.0,11391.0,,,,
635,2018-10-30,1146555,384067.0,153237.0,150084,61683.0,13826,5845,6010,317.0,146,142,0,18.0,,9147,1946696,1931080,769216,3.0,15616.0,,,,
636,2018-10-31,1256270,481028.0,169597.0,147815,91758.0,13726,4574,5789,282.0,138,630,0,1124.0,,8514,2192434,2181261,911621,16.0,11173.0,,,,
637,2018-11-01,1169121,399837.0,192220.0,147855,60410.0,13302,5693,5602,289.0,141,174,0,148.0,,9693,2016584,2004500,819704,15.0,12084.0,,,,
638,2018-11-02,1100511,398624.0,176378.0,134935,73283.0,12772,4139,6032,217.0,144,223,0,125.0,,11000,1936501,1918383,802516,0.0,18118.0,,,,
639,2018-11-03,302629,197980.0,79619.0,20136,1012.0,1556,2879,1710,29.0,125,53,0,4.0,,6623,618516,614355,302195,0.0,4161.0,,,,
640,2018-11-04,77553,13704.0,75562.0,13562,1101.0,1905,2880,1740,38.0,100,18,0,30.0,,556,191304,188749,107722,0.0,2555.0,,,,
641,2018-11-05,1185038,411511.0,218200.0,152452,47433.0,14625,5482,6417,242.0,155,216,12,116.0,,5212,2059334,2047130,851156,19.0,12204.0,,,,
642,2018-11-06,1165121,412313.0,197608.0,153213,48509.0,13725,4980,5953,348.0,158,203,0,57.0,,11043,2034458,2013234,831742,3.0,21224.0,,,,
643,2018-11-07,1153357,414754.0,184978.0,151357,46505.0,14041,4551,5997,349.0,156,338,0,748.0,,9355,1998009,1986504,818892,18.0,11505.0,,,,
644,2018-11-08,1133251,417208.0,164915.0,149533,42527.0,13428,4399,5792,250.0,143,230,0,238.0,,9920,1952136,1941851,794031,17.0,10285.0,,,,
645,2018-11-09,1286881,647253.0,124866.0,140459,34031.0,12615,4205,6060,161.0,147,165,0,0.0,,6291,2272522,2263142,965604,8.0,9380.0,,,,
646,2018-11-10,349779,209952.0,55036.0,20584,1845.0,1615,2875,1649,33.0,112,26,0,0.0,,4253,652344,647759,290819,0.0,4585.0,,,,
647,2018-11-11,86975,15963.0,19372.0,15242,1191.0,1892,2865,1711,49.0,119,94,0,0.0,,1023,149127,146500,55588,4.0,2627.0,,,,
648,2018-11-12,1222234,462286.0,153375.0,149937,37783.0,14170,5204,6310,257.0,160,205,0,0.0,,4243,2067906,2056222,824284,58.0,11684.0,,,,
649,2018-11-13,1137760,411406.0,94569.0,153477,41877.0,14039,5468,6198,257.0,157,232,0,0.0,,10369,1887077,1876037,722183,228.0,11040.0,,,,
650,2018-11-14,1125821,432728.0,89656.0,155603,36173.0,13850,5384,5859,306.0,145,199,0,0.0,,7049,1883610,1872791,734231,18.0,10819.0,,,,
651,2018-11-15,1132095,441887.0,89698.0,156013,39470.0,13656,4296,5896,209.0,137,171,0,0.0,,7483,1902594,1891049,746966,38.0,11545.0,,,,
652,2018-11-16,1038647,413657.0,87417.0,138558,27676.0,13163,3455,5852,243.0,129,124,64,0.0,,8584,1754828,1737572,686643,3.0,17256.0,,,,
653,2018-11-17,310851,206389.0,22783.0,19727,1078.0,1710,2906,1649,54.0,120,108,0,0.0,,8212,579931,575591,253568,4.0,4340.0,,,,
654,2018-11-18,78488,15245.0,13140.0,13732,1364.0,1883,2685,1664,28.0,107,106,0,0.0,,405,131508,128855,47249,8.0,2653.0,,,,
655,2018-11-19,1291929,578734.0,108678.0,154536,32703.0,14463,5158,6277,307.0,149,154,0,0.0,,4201,2209469,2197326,895731,37.0,12143.0,,,,
656,2018-11-20,1136681,449360.0,90879.0,153744,34333.0,14109,5288,6015,265.0,155,195,0,0.0,,10131,1921852,1901204,748839,49.0,20648.0,,,,
657,2018-11-21,1100547,429185.0,81583.0,151933,34114.0,14112,5376,6102,347.0,128,275,0,0.0,,6612,1840702,1830350,717468,36.0,10352.0,,,,
658,2018-11-22,1120168,453631.0,81024.0,150520,36190.0,13306,6269,5692,301.0,133,279,0,0.0,,7051,1884753,1874612,740823,48.0,10141.0,,,,
659,2018-11-23,1048006,446917.0,76876.0,135336,20360.0,12702,4840,5907,152.0,142,148,0,0.0,,6898,1767134,1758366,698470,82.0,8768.0,,,,
660,2018-11-24,307499,202577.0,20056.0,19030,807.0,1665,3036,1572,17.0,121,171,0,0.0,,6523,567295,563074,245999,0.0,4221.0,,,,
661,2018-11-25,80550,13856.0,13379.0,13062,987.0,1935,3202,1801,44.0,111,20,0,0.0,,559,131795,129506,45151,0.0,2289.0,,,,
662,2018-11-26,1174092,481999.0,107848.0,150053,28905.0,14275,4958,6385,208.0,132,125,0,0.0,,3967,1984666,1973006,789781,59.0,11660.0,,,,
663,2018-11-27,1202251,510324.0,95283.0,153312,28978.0,14373,6283,6198,239.0,151,264,0,0.0,,9197,2038779,2026923,808953,70.0,11856.0,,,,
664,2018-11-28,1114384,451362.0,85769.0,152198,26637.0,13776,4598,5892,230.0,129,186,0,0.0,,6714,1873649,1861893,735967,18.0,11756.0,,,,
665,2018-11-29,1100524,446027.0,91445.0,147127,26508.0,13306,5899,5751,270.0,132,374,0,0.0,,7017,1855002,1844412,730702,32.0,10590.0,,,,
666,2018-11-30,1136271,530217.0,96067.0,134801,19400.0,12629,5341,5947,284.0,141,207,0,68.0,,9822,1968287,1951215,799497,20.0,17072.0,,,,
667,2018-12-01,328039,218203.0,28373.0,20832,1476.0,1626,3082,1803,15.0,127,82,0,50.0,,8721,616750,612429,272572,0.0,4321.0,,,,
668,2018-12-02,84221,18538.0,15470.0,13697,1491.0,1845,3285,1816,30.0,116,147,0,0.0,,915,144518,141571,53120,0.0,2947.0,,,,
669,2018-12-03,1199642,499932.0,120873.0,148059,22911.0,14791,6970,6901,191.0,139,274,110,86.0,,2746,2037743,2023656,814107,31.0,14087.0,,,,
670,2018-12-04,1176537,486599.0,102702.0,152324,24408.0,14091,6035,6446,377.0,145,235,0,366.0,,9625,2002415,1979898,787324,8.0,22517.0,,,,
671,2018-12-05,1143715,461277.0,88794.0,154589,22385.0,14391,6867,6222,392.0,137,302,0,121.0,,8295,1920302,1907491,748222,4.0,12811.0,,,,
672,2018-12-06,1154630,482590.0,86980.0,155395,24649.0,13877,5651,5908,256.0,125,230,0,0.0,,5829,1947954,1936138,769772,18.0,11816.0,,,,
673,2018-12-07,1111877,500181.0,87983.0,139730,18937.0,13000,5677,6065,192.0,123,161,0,0.0,,6421,1899652,1890361,766194,14.0,9291.0,,,,
674,2018-12-08,323654,229109.0,18115.0,20031,732.0,1688,3316,1810,47.0,120,82,0,0.0,,1996,604925,600700,271687,0.0,4225.0,,,,
675,2018-12-09,98381,31821.0,15155.0,13655,1035.0,1947,3320,1716,43.0,121,67,0,0.0,,940,171356,168209,65525,8.0,3147.0,,,,
676,2018-12-10,1305105,609267.0,112101.0,155124,20356.0,14699,5132,6830,239.0,130,198,0,39.0,,2664,2244396,2232095,918955,211.0,12301.0,,,,
677,2018-12-11,1275783,561508.0,113541.0,157438,20764.0,14495,5344,6466,333.0,134,193,0,0.0,,11682,2179745,2167790,874648,109.0,11955.0,,,,
678,2018-12-12,1214311,535494.0,97368.0,154989,21116.0,14300,4871,6113,295.0,123,224,0,33.0,,7175,2070081,2056518,829866,106.0,13563.0,,,,
679,2018-12-13,1295945,571972.0,126728.0,153450,20184.0,13675,6604,6018,228.0,147,316,0,0.0,,26930,2240268,2222220,892513,23.0,18048.0,,,,
680,2018-12-14,1313114,599466.0,182060.0,144053,15149.0,13034,4603,6113,207.0,116,204,166,0.0,,35917,2335628,2314206,960365,4.0,21422.0,,,,
681,2018-12-15,473111,304142.0,53775.0,22087,828.0,1612,3195,1716,31.0,112,137,0,0.0,,18152,884828,878898,384409,0.0,5930.0,,,,
682,2018-12-16,132734,68095.0,16428.0,13131,1283.0,1915,3304,1757,37.0,131,69,52,0.0,,10597,253916,249533,102861,0.0,4383.0,,,,
683,2018-12-17,1336305,631394.0,124352.0,151253,20476.0,15018,5159,6851,235.0,125,134,0,128.0,,15659,2321015,2307121,949763,32.0,13894.0,,,,
684,2018-12-18,1375357,658559.0,108430.0,155488,21024.0,14955,5055,6621,243.0,142,248,0,0.0,,25153,2392676,2371321,965513,46.0,21355.0,,,,
685,2018-12-19,1303300,621867.0,101111.0,153344,19723.0,14958,4626,6635,246.0,148,217,0,69.0,,8788,2246496,2235035,918075,3.0,11461.0,,,,
686,2018-12-20,1374248,664920.0,141604.0,151433,19729.0,14681,6270,6739,298.0,145,284,0,0.0,,27689,2419054,2408045,999540,5.0,11009.0,,,,
687,2018-12-21,1327021,685524.0,98162.0,134169,15868.0,14121,5973,7323,200.0,128,247,0,45.0,,10265,2308306,2299072,955613,26.0,9234.0,,,,
688,2018-12-22,533368,417041.0,30365.0,21705,1080.0,1627,2950,2214,45.0,132,53,0,0.0,,11626,1026178,1022206,474217,0.0,3972.0,,,,
