,Dato,Kvitteringer,eResept,NAV,Basismeldinger,Folkehelseinstituttet,Dialogmeldinger,Systemmeldinger,Pleie- og omsorgsmeldinger,Partnermeldinger,Skatteetaten,Helsedirektoratet,Kreftmeldinger,Neonatal,Ikke spesifisert,Ikke Kategoriserte,Totalt antall meldinger,Antall ebxml meldinger,Antall medisinske meldinger,Ikke kategorisert,Antall ikke ebxml meldinger,eResept-meldinger,NAV- og HELFO-meldinger,FHI-meldinger,eResept-meldinger 
868,2019-06-20,1300862,,,173398,,15176,5722,6277,,173,41,0,0.0,,4859,2194495,2184076,872633,142.0,10419.0,541728.0,115529.0,20169.0,
869,2019-06-21,1295288,,,156777,,14318,6679,6394,,164,57,0,0.0,,3889,2191509,2181939,876083,195.0,9570.0,563722.0,108758.0,25698.0,
870,2019-06-22,354402,,,23002,,1877,3224,1696,,133,19,0,0.0,,2075,664462,661502,301801,0.0,2960.0,250353.0,22173.0,2548.0,
871,2019-06-23,84909,,,15234,,2123,3183,1669,,144,29,0,0.0,,395,146976,143459,54972,0.0,3517.0,15341.0,19358.0,1074.0,
872,2019-06-24,1228961,,,149773,,14148,4903,6390,,171,33,0,0.0,,6688,2091803,2079747,839195,106.0,12056.0,524287.0,125583.0,18704.0,
873,2019-06-25,1236547,,,152871,,14368,4861,6042,,185,45,0,0.0,,4176,2079800,2069211,823627,122.0,10589.0,509807.0,115955.0,24232.0,
874,2019-06-26,1172598,,,149874,,14657,4761,5871,,189,26,185,0.0,,4708,1986665,1976257,794190,270.0,10408.0,491922.0,105304.0,25892.0,
875,2019-06-27,1158366,,,148749,,13756,4734,5736,,160,37,0,2807.0,,3390,1968007,1958304,791814,211.0,9703.0,481340.0,101144.0,37874.0,
876,2019-06-28,1132581,,,131462,,12689,4701,5716,,175,65,0,4.0,,5522,1969487,1952840,810036,127.0,16647.0,538148.0,105347.0,16303.0,
877,2019-06-29,358581,,,20227,,1837,3218,1885,,150,34,0,4.0,,4946,674696,671686,304941,1.0,3010.0,248468.0,30654.0,1681.0,
878,2019-06-30,97470,,,15413,,2008,3203,1899,,148,30,0,2.0,,1485,178945,174703,72545,0.0,4242.0,29609.0,22097.0,1339.0,
879,2019-07-01,1152670,,,123779,,13140,4554,6101,,152,78,0,82.0,,6345,1983776,1969349,805780,291.0,14427.0,511516.0,131616.0,19025.0,
880,2019-07-02,1073166,,,124951,,13480,5428,5970,,192,121,0,146.0,,3902,1838269,1808934,726438,179.0,29335.0,464969.0,102039.0,14391.0,
881,2019-07-03,1004368,,,123275,,13581,4675,5809,,204,49,97,78.0,,3976,1717633,1700628,687609,223.0,17005.0,436075.0,94162.0,14056.0,
882,2019-07-04,1034923,,,123403,,12750,5544,5555,,179,29,0,4.0,,3995,1785261,1771762,727300,298.0,13499.0,452515.0,118465.0,14102.0,
883,2019-07-05,953531,,,111504,,11772,4811,5700,,187,56,0,4.0,,4189,1641945,1633769,671238,91.0,8176.0,447803.0,84489.0,9632.0,
884,2019-07-06,309409,,,17872,,1624,3211,1794,,157,25,0,4.0,,1363,583359,579817,265834,2.0,3542.0,220102.0,23431.0,823.0,
885,2019-07-07,80761,,,14059,,1824,3187,1728,,153,27,0,4.0,,746,142298,137623,52929,0.0,4675.0,17273.0,16948.0,913.0,
886,2019-07-08,957084,,,103672,,11862,5210,5881,,163,24,0,0.0,,5083,1669561,1659610,692233,285.0,9951.0,462706.0,97033.0,10607.0,
887,2019-07-09,904085,,,104452,,11799,4277,5500,,168,44,0,0.0,,3038,1555762,1545729,634329,243.0,10033.0,422055.0,78556.0,11512.0,
888,2019-07-10,853874,,,101212,,11652,6276,5335,,185,31,118,0.0,,3953,1476168,1464078,599975,312.0,12090.0,399790.0,70889.0,10451.0,
889,2019-07-11,849579,,,99789,,10952,4905,5248,,155,34,0,0.0,,3589,1472400,1460395,602322,190.0,12005.0,403777.0,72540.0,9637.0,
890,2019-07-12,857365,,,91476,,10265,4096,5488,,172,41,0,0.0,,4811,1523616,1499725,633453,137.0,23891.0,447438.0,70579.0,7857.0,
891,2019-07-13,284791,,,16026,,1550,3211,1693,,147,46,0,0.0,,1784,550370,532864,243078,0.0,17506.0,198276.0,24616.0,724.0,
892,2019-07-14,77880,,,12918,,1533,3169,1740,,150,30,0,0.0,,376,152009,134519,53094,0.0,17490.0,19473.0,16385.0,865.0,
893,2019-07-15,863734,,,87887,,10611,4893,5583,,141,25,0,20.0,,4660,1529009,1510689,637402,173.0,18320.0,437294.0,87019.0,8649.0,
894,2019-07-16,819626,,,89283,,10996,5811,5352,,192,44,0,0.0,,4039,1452406,1417742,588266,143.0,34664.0,397303.0,75389.0,9564.0,
895,2019-07-17,783069,,,86584,,10908,4278,5377,,172,35,0,0.0,,3780,1369801,1354676,563549,277.0,15125.0,383235.0,69077.0,7884.0,
896,2019-07-18,800320,,,85087,,10360,4436,4984,,164,29,0,0.0,,4100,1397696,1383704,574848,359.0,13992.0,400202.0,65963.0,7700.0,
897,2019-07-19,814226,,,81165,,9685,4482,5042,,175,53,0,0.0,,3902,1447058,1433936,611326,392.0,13122.0,443283.0,65481.0,6050.0,
898,2019-07-20,273562,,,15614,,1346,3205,1713,,134,46,0,0.0,,1837,530980,520412,241808,0.0,10568.0,201675.0,20367.0,913.0,
899,2019-07-21,88796,,,12481,,1739,3155,1697,,131,16,0,20.0,,346,156362,144974,52677,0.0,11388.0,19272.0,16428.0,893.0,
900,2019-07-22,880556,,,83167,,9958,3975,5447,,178,42,0,0.0,,5064,1551293,1535135,645540,292.0,16158.0,448777.0,86826.0,10853.0,
901,2019-07-23,792090,,,86174,,10100,3832,5265,,164,36,0,0.0,,3629,1376964,1362445,562894,382.0,14519.0,375501.0,71684.0,13588.0,
902,2019-07-24,741987,,,84584,,9880,4082,5112,,190,21,0,37.0,,3795,1288744,1275184,525320,330.0,13560.0,351751.0,66511.0,6904.0,
903,2019-07-25,676021,,,82803,,9206,3869,4892,,174,49,0,9.0,,1965,1193358,1180155,498300,270.0,13203.0,341229.0,53287.0,6381.0,
904,2019-07-26,656667,,,77544,,8833,3727,4850,,185,44,0,0.0,,2580,1219568,1201848,538874,123.0,17720.0,348945.0,90343.0,8007.0,
905,2019-07-27,370653,,,14780,,1199,3160,1662,,151,28,0,0.0,,4242,698147,686615,308560,0.0,11532.0,156968.0,132733.0,1039.0,
906,2019-07-28,77364,,,11328,,1426,3154,1704,,136,25,0,0.0,,1702,148655,134059,51839,0.0,14596.0,14223.0,22161.0,836.0,
907,2019-07-29,852287,,,85313,,10609,4141,5789,,165,32,0,0.0,,5321,1498761,1479963,618214,399.0,18798.0,400819.0,106218.0,8870.0,
908,2019-07-30,854277,,,91307,,10739,3891,5474,,172,32,0,0.0,,5671,1495934,1473720,609881,241.0,22214.0,392723.0,98814.0,10379.0,
909,2019-07-31,835362,,,90254,,10908,3882,5458,,155,31,51,0.0,,4909,1463038,1447101,602948,388.0,15937.0,405385.0,81696.0,8622.0,
